id,label,review,predicted_label
"Cơm từ 79-89 nghìn , pasta 79-119 nghìn , main course như bò bít tết, lườn vịt sốt cam tầm 220 nghìn. Có thu thuế 10%. ",neu,,posi
"Cơm vị bò ăn tạm được, lúc đầu ăn sẽ có cảm giác ngon miệng nhưng ăn 1 lúc sẽ thấy sốt bị quá ngọt, thành ra phải mất tiền gọi thêm kim chi, kim chi đi kèm quá ít.",nega,,posi
cơm với rau kêu thêm miễn phí,neu,,posi
Combo khá nhiều chắc 4 đến 6 người ăn cũng được. ,posi,,posi
"Combo khá nhiều chắc 4 đến 6 người ăn cũng được. Trong combo có Caesar salad, bánh mì nướng phết pate gan, khoai tây chiên phô mai parmesan và dầu nấm, rau củ xào bơ, spaghe:(i carbonara, spaghe:(i vẹm xanh sốt cà, khay Steak với hải sản thì có 1 ký rưỡi Tomahawk, tôm hùm nướng lò và vẹm xanh nướng (4 con), kèm sốt rượu Armagnac và 2 sốt tự chọn hấp",neu,,posi
Combo nước gì đó được tặng voicher dùng 3 người free 1 được giới thiệu dễ hiểu nói chung sẽ cond quay lại,posi,,posi
"Còn bạc xỉu cũng siêu ngon luôn ạ. Trước mình chỉ thích bạc sỉu của Cộng thôi, hnay mới thấy bạc sỉu ở đây ăn đứt Cộng luôn ý ạ",posi,,posi
con bạn bảo ngon chứ chả biết ngon như thế nào,neu,,posi
"còn bánh flan, phải nói thiệt là dở tệ luôn á !",nega,,posi
"còn bánh flan, phải nói thiệt là dở tệ luôn á ! :(",nega,,posi
Còn bánh mì trứng thì hắn lạ vừa quen luôn bánh mì sandwich được nướng lên với trứng khi ăn thì trứng còn hơi tái tái ăn đúng ngon luôn,posi,,posi
còn bánh rau câu trung thu thì vừa ăn vị rất thanh không ngán như những chỗ khác mình đã ăn hihi.,posi,,posi
còn bánh tráng cuốn đỏ thì cũng bth nốt,neu,,posi
Còn bánh tráng cuốn thì cũng bình thường nố,neu,,posi
Còn các bạn nhân viên từ phục vụ cho tới giữ xe đều vô cùng dễ thương và nhiệt tình với khách.,posi,,posi
"Còn chả bò cũng vậy, mùi vị không đặc sắc lắm vì có thêm nước chấm nên cũng tạm được",neu,,posi
Còn chất lượng trà sữa thì tệ như nhau.,nega,,posi
còn có cả chỗ để xe rộng rãi nữa ,neu,,posi
Còn đang có bán voucher giảm 10% ưu đãi lần sau rất tiện lợi.,posi,,posi
còn đang có chương trình tặng thẻ mua 2 tặng 2 khi ăn ở nhà hàng,neu,,posi
"Còn đồ ăn thì tươi ngon, cập nhật liên tục, theo mình thì thích nhất mấy món bò và hải sản. ",posi,,posi
"Con đường này rợp bóng cây, nhìn xanh mát.",neu,,posi
Còn học trò mình uống bạc xỉu. Nó kêu là ngọt quá. ,neu,,posi
Còn lại các món khác bình thường .,neu,,posi
"Còn lại mí món nội tạng như ruột non, dạ dày, lá mía, tổ ong...ăn đều ổn, vừa mềm nhừ mà vẫn cứ giòn tan mới hay nha!",posi,,posi
Còn lại thì ổn cả,neu,,posi
Còn ly kem thì phải nói má ơi ăn ngán cực,nega,,posi
còn mình chỉ đi ăn 1 lần cho biết vậy thôi chứ không có ý định quay trở lại quán này.,nega,,posi
Còn nhiều lần trước mình vô mình đi 1 mình thì chờ cả nửa tiếng nv mới ra hỏi mình ăn gì rồi đồ ăn mình đến trước mà phải chờ cả tiếng mới mới có trog khi nhiều người tới sau đã có ?,nega,,posi
Còn nhiều món mình chưa thử ở đây.,neu,,posi
Còn nhiều món nữa nói chung món nào cũng ổn hết á,neu,,posi
còn nước uống thì rất tốt trong tầm giá 300 nghìn,posi,,posi
"Còn phía bên trái là 1 dãy có đồ ăn vặt Thái như rong biển , bim bim .",neu,,posi
Còn pizza thì không còn từ gì để nói Chán : (  Và không có lần sau ăn pizza ở đay . Bánh thì nguội phô mai thì không ngon đấy là ý kiến của mình.,nega,,posi
"Còn sữa chua thì cái chai đã thấy dễ thương òi, vừa béo vừa chua vừa thơm nho.",posi,,posi
còn thua cả siro đá bào.,nega,,posi
"con tôm chỗ này phải nói siêu chất lượng, thịt tôm chắc, vị ngọt, có thêm chút sốt bên trên phải nói đậm đà ngon lắm. ",posi,,posi
còn trà đào thì thơm và cũng thanh thanh không bị ngán Nhân viên phục vụ rất thân thiện giá cả vừa phải,posi,,posi
"Còn trà sữa olong phô mai cũng ngon, không quá đắng",posi,,posi
"Còn trà sữa thì 15 nghìn 1 ly, cho nhiều đá nữa.",neu,,posi
Còn trà túi lọc bình thường thì cũng như các quán khác thôi ,neu,,posi
Còn về đồ ăn. Mọi thứ đều nhạt nhẽo. Không có gì đặc sắc. Lại còn được ít nữa chứ. Mà giá thì khá cao. Nói chung khá thất vọng về quán. ,nega,,posi
Còn về gà hầm tương Hàn Quốc lúc mang ra mình cũng thấy thơm lắm,posi,,posi
Còn về hình thức gói món ăn mang về mình nghĩ nên để riêng 2 cuộn maki tiện hơn cho người dùng.,neu,,posi
Còn về phần lẩu cũng ổn,neu,,posi
còn về phần lobster nướng thì thịt ngọt và rất chắc ăn cùng với lớp phô mai phía trên có thể nói là ngon tan chảy trong miệng :3 ,posi,,posi
Còn về phục vụ thì rất chậm còn thua cả mấy quán hủ tíu bình thường.,nega,,posi
"Còn việc mang đồ ăn từ ngoài vào thì cũng ổn luôn, miễn đừng nặng mùi quá là được",neu,,posi
công bằng mà nói thì đồ ăn chất lượng không cao như các quán Hàn Quốc khác.,nega,,posi
công nhận chân gà ở đây ngon thật. Lần sau mình sẽ đặt sớm,posi,,posi
"Công nhận là rẻ, nhưng tiền nào của nấy, cháo hơi nhạt, ít thịt.",nega,,posi
Công nhận rất ngon,posi,,posi
Công nhận uống ngon rất ngon mà rẻ nữa chứ.,posi,,posi
"Cốt bánh cực kì mềm ẩm, phần kem phomai cũng ngậy mát ngon cực.",posi,,posi
"Cốt dừa ăn kết hợp với kem, trân châu và dưa vàng luôn.",neu,,posi
"cream mặn quá, không thích popcorn nên không ăn",nega,,posi
"Creme brulee ổn, phần bánh vừa phải ăn không ngán, lớp đường được khò đủ độ nên giòn ngon, thơm mùi trứng và kết cấu đặc vừa phải, không quá mềm",posi,,posi
crepe thịt xông khói béo béo ăn thích lắm,posi,,posi
Cứ cuối tuần là mình hay đi Big C mua sắm đồ ăn dự trữ . ,neu,,posi
"Cứ đi 1 đoạn là có hàng bán nước, xuống đây là cứ uống nước dừa thôi.",neu,,posi
"Cứ mỗi lần thèm ăn sushi hay đồ sống chấm mù tạt là lại nhớ đến haru , giá cả phải chăng kèm theo chất lượg và món ăn ngon nên đợi xíu xiu cũng không buồn luông ý ♥️",posi,,posi
Cứ như ăn bột chấm tương ớt mình cực hối hận khi ăn món này.,nega,,posi
Cứ thấy nó nhạt nhạt sao á vẫn hương vị này nhưng không ngon như bên Nguyễn Đình Chiểu,nega,,posi
cua viên gì đó thì lại thành 15 nghìn 1 xiên ,neu,,posi
"cực ghét chỗ quán ăn mà thu tiền giữ xe tận thu từng cắc lẻ, không xứng đáng.",nega,,posi
Cục kem chính giữa rất ít luôn.,nega,,posi
"Cực kì nhiều món, tha hồ mà lựa chọn và khi ra món chẳng khác gì trong hình",posi,,posi
Cực kì thích món ăn ở đây không chỉ là từ những món ăn mà còn theo đó là những nước chấm đi kèm Rất ngon,posi,,posi
cực thích hợp để làm việc hen!,posi,,posi
Cực thích Machiato ở đây ngọt béo và rất thơm,posi,,posi
Cực thích trà sữa ơ đây bỏ nhiều thạch nên uống một ly là no luôn,posi,,posi
"Cúi tuần mà ra đây nhâm nhí đồ nướng là hết sẩy luôn nha, riêng mình là thích ăn đồ nướng là phải có khói khói vậy mới phê.",posi,,posi
Cũng bình thường.,neu,,posi
Cũng bon chen đi thử cho biết vì cũng gần nhà,neu,,posi
"Cung cách phục vụ kiểu chợ búa, nói năng bất lịch sự của 2 cô nhân viên đứng quầy",nega,,posi
Cung cách phục vụ: Nhân viên thân thiện và nhiệt tình. ,posi,,posi
Cũng có thơm mùi ruốc nhưng nước lèo không được ngọt,nega,,posi
cũng gần nhà nên ra ủng hộ vậy mà thất vọng tràng trề,nega,,posi
cũng hiểu là trời mưa và quán chủ yếu delivery nên cũng không quá cầu kì về không gian quán. ,neu,,posi
cũng khá xa nhà mình.,nega,,posi
cũng không biết nói sao nữa ạ ,neu,,posi
"Cũng không đáng là bao nhưng thái độ đó tôi không thấy thoải mái, hơn nữa ở đoạn đường đó mà đậu xe 30 nghìn là quá mắc. ",nega,,posi
Cũng lâu rồi mới ăn lại,neu,,posi
"cùng một lại trà xanh sữa lắc tên không nhớ rõ lắm, ",neu,,posi
"Cũng như bánh Hazenul mình chụp nè, bên ngoài phủ socola khi cắt bánh ra bên trog có bông lan hạt hạnh nhân nè, có lớp kem ở giữa kết hợp dâu tươi chua chua ngọt ngọt nữa ngon xĩu luôn",posi,,posi
"cũng tin review 1 bạn trên fb về quán, nhưng lại thất vọng về cách tính tiền quá chặt chém này",nega,,posi
Cuối cùng là mình không thích phong cách phục vụ của các bạn. ,nega,,posi
Cuối cùng mình cũng chọn món Mojito Blueberry. Còn bạn mình uống Olong.,neu,,posi
Cuối cùng mình cũng chọn món Mojito Blueberry. Còn bạn mình uống Olong. Giá thì có hơi đắt 1 tí.,nega,,posi
Cuối tuần đẹp trời lành lạnh đi ăn bánh đa riêu cua cực ngon và đậm đà ở ngay đầu phố Quang Trung,posi,,posi
Cuối tuần đi cùng gia đình lòng vòng Phan Xích Long dự định tìm cho mk những món lạ để nạp năng lượng !!,neu,,posi
"Cuối tuần mà đến vào tầm 6h-6h30 có khi không được ăn, vì hết bánh rồi. ",neu,,posi
"Cuộn lươn đặc biệt - 190k (size M) cũng ngon luôn, lươn mềm dễ ăn sốt teriyaki ngon.",posi,,posi
Cuộn sò điệp sốt cay - 180k ngon nha.,posi,,posi
cuộn với bánh tráng hoặc rau sống cũng ngon lắm 1 phần cho đỡ ngán nữa ^^,posi,,posi
"cupcake cái lớn 28 nghìn, nhỏ 18 nghìn nhưng mua 2 cái lớn được tặng 1 cái nhỏ, ăn khá vừa miệng, bánh ẩm chứ không khô, kem ngọt vừa, vị trà xanh thơm ! ",posi,,posi
"đã ăn bên Âu cơ nên nghe khai trương chi nhanh moi thì mò qua ăn thử, không biết lý do gì nhưng khi ăn bên này thì thật sự thấy thất vọng",nega,,posi
Đã ăn không ngon còn bị tính thêm tiền gửi xe.,nega,,posi
Đã ăn ở đây kem trà xanh rất ngon và thơm Phục vụ khá thân thiệt Nói chung là tuyệt <3,posi,,posi
Đã ăn thử 2 lần,neu,,posi
đá bào có lẽ do ăn không trúng mùa trái cây nên hình như ăn không được ngon cho lắm !,nega,,posi
Đá bào đầy đủ loại trái cây chỉ 25 nghìn anh chủ và chị nhân viên khá dễ thương thân thiện :3 sẽ tiếp tục ghé lại,posi,,posi
"Đá bào nhạt, và hạt thì là loại có thể thấy ở các quán trà sữa mình không bao giờ uống, 20 nghìn / cốc thì thật không rẻ chút nào . ",nega,,posi
Đã biết spa này từ lâu nhưng cũng chưa ghé,neu,,posi
"Đã dặn không xịt tiêu vì có bé nhỏ ăn chung, thế mà món nào cũng xịt tiêu mới chán ! ",nega,,posi
Đã đặt bánh ở đây Có thể chọn mẫu có sẵn hoặc tự chọn Mẫu mã và nguyên liệu đa dạngcô chủ khéo tay Nói chung rất hài lòng,posi,,posi
"Đã đến rất nhiều lần rùi, lần nào cũng đông cả . ",neu,,posi
Đã đến và rất hài lòng,posi,,posi
Đã giao hàng sai mà vẫn thu tiền đầy đủ( có tâm quá ha!!!).,nega,,posi
"Da heo thái sợi nhỏ bằng sợi dây chun, thêm chút mít non, bắp chuối",neu,,posi
"Đá không nhanh tan, kem không nhanh chảy mà toppings thì quá trời nhiều, lớp trên lớp dưới, cực kì nhiều vị mà có thể trộn lẫn với nhau nữa. Quá ngon !",posi,,posi
đã nhiều lần mình muốn thưởng thức xem thế nào .,neu,,posi
"Đa số học sinh, sinh viên ghé mua đông lắm",neu,,posi
"Đa số học sinh, sinh viên ghé mua đông lắm. Giá cả quá rẻ mà chất lượng. Sẽ ủng hộ quán hoài luôn.",posi,,posi
Đa số khách ở đây là các anh chị nhân viên văn phòng nên cũng khá yên tĩnh,neu,,posi
Đã thế báo cáo tới giờ vẫn chưa thấy giải quyết.,nega,,posi
Đã thích ngay từ bên ngoài và bước vào trong quán càng thích hơn với cái không gian ở đây,posi,,posi
Đã thử.,neu,,posi
Đã từng ăn dạng này trên sài gòn và hài lòng vô cùng.,posi,,posi
"đã từng ăn ở đây rồi, khá là ưng gà ở đây vì nướng ngon đặc biệt là nước chấm",posi,,posi
"Đã từng đặt bánh ở Dallas rất nhiều lần, và rất hài lòng, minh thích bánh bắp ở đây lắm.",posi,,posi
"Đã từng đặt bánh ở Dallas rất nhiều lần, và rất hài lòng, minh thích bánh bắp ở đây lắm.",posi,,posi
Đã từng thử đi ăn khá nhiều quán nhưng mình thấy quán này đồ ăn khá là được,neu,,posi
"Đặc biệt các thức uống nóng tại đây đặc biệt uống ngon hơn, có vị cà phê chứ không bị ngán mùi sữa, các bạn barista cũng có thể tạo hình trên tách cà phê nóng khá bắt mắt. ",posi,,posi
đặc biệt có bánh tráng bơ ngon kimbap chiên cũng rất tốt nữa,posi,,posi
Đặc biệt có món bún chả cá và cuốn chả cá Quy Nhơn rất ngon,posi,,posi
Đặc biệt giá cả phù hợp với túi tiền người Việt,posi,,posi
"Đặc biệt hơn cả là giá cả chỉ có 23.000đ cho 1 tô hủ tíu bò viên cực chất, 25.000đ cho 1 chén viên cực ngon",posi,,posi
"Đặc biệt là chị quản lí mình có lướt thấy tên của chị, chị tên liễu vì mình ngồi cuối chuyền, trong suốt bữa ăn chị đến hỏi thăm mình tận 3, 4 lần xem mình có cần gì thêm không. Chắc chắn mình sẽ quay trở lại đây trong thời gian tới.",posi,,posi
Đặc biệt là có cả wagyu trứ danh cũng có luôn phải nói là bò này ăn vào thì chỉ có mê mệt vì quá ngon,posi,,posi
Đặc biệt là có ưu đãi học sinh sinh viên nên càng thích hơn. Sẽ ủng hộ lâu dài,posi,,posi
Đặc biệt là món cà phê trứng rất hấp dẫn,posi,,posi
Đặc biệt mình rất thích trà lựu ở đây.,posi,,posi
Đặc biệt mình thích nhất lẩu ly và tobki chỗ này,posi,,posi
"Đặc biệt món gừng ở quán siu ngon, siêu ngon.",posi,,posi
Đặc biệt món hàu này phải gọi là tuyệt vời.,posi,,posi
Đặc biệt nhất là quán bố trí góc nào cũng riêng tư ngồi lăn lê cực thoải mái,posi,,posi
Đặc biệt nước chấm muối ớt xanh quán làm rất ngon chứ không pải dùng chai mua sẵn như Nhóp Nhép,posi,,posi
Đặc biệt ở kichi có trà dâu rừng uống rất ngon và lạ miệng.,posi,,posi
Đặc biệt quán có yaourt trà xanh thơm ngon cực mà chỉ có 13 nghìn,posi,,posi
Đặc biệt quán rất sạch,posi,,posi
"Đặc biệt thích cà phê ở đây, từ hồi được tập cho uống thì mình bị say cà phê :D",posi,,posi
Đặc biệt thích nhất bánh Rose vừa thơm vừa ngon lại không quá ngọt.,posi,,posi
Đặc biệt trang trí rất xinh xắn dễ thương :3,posi,,posi
đặc biệt vì rau ở đây tự trồng nên sạch sẽ đảm bảo,posi,,posi
"Đặc sắc nhất vẫn ở khâu tính tiền, khi mình đưa mã voucher cho bạn phục vụ cứ cảm thấy như bạn càng thêm khinh thường mình sao ấy.",nega,,posi
Đặc trưng của nhà hàng là trình bày đồ rất đẹp mắt và chế biến món đồ gì cũng rất rõ vị kiểu không cần biết tên mà khi ăn cũng có thể đọc được thành phần của món ăn đó. ,posi,,posi
Dai dai và thơm thơm ăn rất tuyệt,posi,,posi
Dallas thật hiểu tâm lí khách hàng vì đã thiết kế ra bánh nhiều vị cho nhiều sở thích khác nhau.,posi,,posi
"Dallas thực sự khiến mình hài lòng về cả chất lượng và dịch vụ, sẽ quay lại ủng hộ dallas :)",posi,,posi
"Dallas thực sự khiến mình hài lòng về cả chất lượng và dịch vụ, sẽ quay lại ủng hộ dallas :)",posi,,posi
Dẫn bạn gái lại đây 2 đứa ngồi nhâm nhi cà phê bánh rồi nói chuyện trên trời dưới đất thấy cũng vui : D,posi,,posi
Dẫn con bạn qua ăn cho nó biết,neu,,posi
Dẫn con bạn qua ăn cho nó biết tô to ăn no căng bụng,posi,,posi
Dẫn gấu lại đây rồi chụp hình tự sướng là cảnh bao đẹp luôn nhá : D,posi,,posi
"Dân văn phòng như tui rất thích sushi ở đây, vừa miệng lắm nha.",posi,,posi
Đang ăn giữa chừng thấy chuyển mưa quá nên bảo quán gói lại mang về.,neu,,posi
"Đang có chương trình chechồng in tặng tiramisu cho nhóm 2 người, nhóm 4 người tặng pasta bất kì",neu,,posi
Đang dịp Grab Food đồng giá 25 nghìn toàn menu của Say Coffee nên ord uống thử. ,neu,,posi
đang giảm giá nên mình có đi ăn ở feng huang,neu,,posi
Đáng lẽ hôm qua quán chỉ giảm 20% thôi nhưng do tụi mình phải đợi quá lâu vì quán đông nên được giảm 5% nữa. ,neu,,posi
Đang ở gần nên ghé ăn.,neu,,posi
"Dành cho ai đang phân vân không biết chọn vị bánh nào khi ghé Dallas, giá cả đi đôi với chất lượng, nhiều mùi vị hấp dẫn, bánh thơm, ngon k hề gây ngán 👍🏻",neu,,posi
"Dành cho ai đang phân vân không biết chọn vị bánh nào khi ghé Dallas, giá cả đi đôi với chất lượng, nhiều mùi vị hấp dẫn, bánh thơm, ngon k hề gây ngán 👍🏻",posi,,posi
"Dành cho ai đang phân vân không biết chọn vị bánh nào khi ghé Dallas, giá cả đi đôi với chất lượng, nhiều mùi vị hấp dẫn, bánh thơm, ngon k hề gây ngán 👍🏻",posi,,posi
Dạo này chương trình khuyến mãi lớn quá nên phải ghé liền,posi,,posi
dạo này có khuyến mãi nước nữa :) ăn ngọt mà được uống nước vậy cũng thoải mái ^^ ,posi,,posi
"dạo này có thêm combo, combo 45 nghìn",neu,,posi
dạo này muốn đổi gió nên ra đây,neu,,posi
dạo này thấy quán có thêm hình thức đặt bàn được giảm giá.,neu,,posi
"Dao, dĩa, đĩa... tất cả đều to",neu,,posi
Daruma - Quán ăn nhật bản,neu,,posi
Đặt 1 suất thử thì thấy cũng ổn lắm. ,neu,,posi
"đặt 100% đường mà nhạt như nước lã,hôm bữa 1 lần rồi, hôm nay lại 1 lần nữa.",nega,,posi
"đặt 10ng mà trong tuần nên Fumo xếp hẳn cho phòng riêng không phụ phí mà còn được trang trí sinh nhật, mình rất thích",posi,,posi
đặt 2 gói cháo 1 phần lòng trộn,neu,,posi
"Đặt 4 món, chỉ duy nhất tạm được món gà nướng xá xíu",neu,,posi
Đặt bàn 7 người ở đây được tặng 1 vé trong giờ khuyến mãi.,neu,,posi
"Đặt bàn qua foody lúc 6h30, 7h ra ăn đã thấy bàn đề tên có lẽ vắng quá, khi thanh toán được giảm 10%. ",neu,,posi
đặt bàn trên table now nên giá rất hợp lý chỉ 180 - 195k/ suất tuỳ dịp sale,posi,,posi
Đặt bánh mì thịt nướng thì đưa nem.,nega,,posi
"Đặt bún thịt nướng giao bún nem nướng, chất lượng dở tệ, thua xa lúc quán mới mở.",nega,,posi
"Dắt cháu đi ăn mà bé nó thuộc luôn cái menu cả mấy trăm món, nước uống với tráng miệng cũng ngon lắm lắm luôn, thích quán này",posi,,posi
đặt món này thì giao món kia.,nega,,posi
đặt mông xuống có phục vụ mang nước tới trà xanh uống ngọt ngang starbuchồng uống giải khát tuyệt vời,posi,,posi
Đặt qua grab được giảm nhiều,neu,,posi
Đặt qua Now.,neu,,posi
Đắt tiền nhân viên với Mặt bằng !,neu,,posi
"Đặt trà đen mà giao trà sữa, Còn sữa tươi trân châu đường đen thì quá ngọt, dịch vụ quá tệ",nega,,posi
đặt xong là thích ngay,posi,,posi
Dầu ăn màu nâu sẫm gần như đen .,neu,,posi
"Đầu bếp Pháp , không gian Pháp",neu,,posi
"Đầu bếp Pháp, không gian Pháp, 1 nhà hàng tuyệt vời",posi,,posi
"Đầu bếp và Nhân viên phục vụ tận tình, chuyên nghiệp theo đúng tiêu chuẩn nhà hàng 4 sao.",posi,,posi
"Đậu bị mềm, không còn giòn. Thịt cắt mỏng vừa ăn được 7,8 miếng gì đó. Còn có kèm đũa chén nha. Với giá 35 nghìn là quá hợp lí",posi,,posi
Đậu cắt miếng to khó ăn nhưng được cái là giá đúng yêu cầu. ,posi,,posi
"đậu đỏ không ngon, chưa được mềm đối với cá nhân mình. ",posi,,posi
Đậu giòn thơm,posi,,posi
"đậu hủ chà bông ngon lắm nha, ăn vô nghiện luôn ",posi,,posi
"Đậu nành Nhật - 30k đem ra còn ngon nóng bốc khói lun, ở đây đậu có rắc muối nữa.",posi,,posi
đâu phải lỗi khách hàng mà bên bạn ý vẫn tính tiền món đó ? Quá thất vọng sau lần này nên mình và gia đình sẽ không bao giờ quay lại nữa.,nega,,posi
"Đậu quá dở, không bùi, không béo, không giòn, còn dở hơn đậu hũ ngoài chợ = ) ) ",nega,,posi
"đậu rán ròn bên ngoài trong mềm ngon, ",posi,,posi
Đậu rán thì nóng nóng mềm mềm ngon lắm luôn.,posi,,posi
"đầu tiên nhận xét về không gian và thái độ phục vụ của nhân viên quán : quán có không gian rộng hơn ở những chi nhánh khác, trang trí đơn giản và ngăn nấp, nhân viên cg nhanh nhẹn.",posi,,posi
"Đầu tiên nói về đồ ăn, món nào ở quán cũng rất ngon luôn ấy. Ốc luộc hay ốc xào me dừa đều ngon cả, đặc biệt là ốc xào me dừa có một loại sốt rất ngon chua chua ngọt ngọt ui ăn thích lắm.",posi,,posi
Đầu tiên phải thốt lên rằng ở đây có món bánh red velvet ngon nhất mình từng được ăn.,posi,,posi
"Đầu tiên, em có ib đặt bàn lúc 18h",neu,,posi
dầu trong vắt không đen hay đổi màu như chỗ khác nước uống cũng rất ngon.,posi,,posi
"Đầu tuần họp nhóm ở đây , ",neu,,posi
Đậu tươi và chiên nón hỏi thơm mùi đậu mới,posi,,posi
Đậu xe trước cửa .,neu,,posi
Đây chắc chắn sẽ là kỉ niệm đẹp nhất của mình tại quán.,posi,,posi
Đây la ̀ lần đầu đến quán,neu,,posi
Đây là 1 địa điểm lí tưởng để ngắm cảnh ngã tư sở đặc biệt là vào chiều tối :),posi,,posi
đây là cái bánh dở ớn lạnh nhất mình từng ăn.,nega,,posi
"Đây là chi nhánh gần nhà chị mình nhất, thi thoảng mình ghé mua về ăn,",neu,,posi
Đây là địa điểm ăn uống nhẹ nhàng mà giá cả hợp lí nữa,posi,,posi
Đây là địa điểm thư giãn cuối tuần khá lý tưởng :),posi,,posi
đây là lần đầu cũng như lần cuối mình ghé quán!,nega,,posi
Đây là lần đầu mình ghé nhánh Cao Thắng,neu,,posi
Đây là lần đầu tiên mình bình luận trên now đánh giá,neu,,posi
Đây là lần đầu tiên mình đi ăn ở đây,neu,,posi
Đây là lựa chọn hợp lí cho những người không thích ngọt giống mình :),posi,,posi
"Đạy là món ăn vặt xế chiều của dân văn phòng,",neu,,posi
Đây là một thích hợp để gia đình cùng nhau ăn tối vào những ngày cuối tuần,posi,,posi
Đây là một trong những nhà hàng Nhật mà mình thích nhất.,posi,,posi
Đây là nơi bán trái cây tô rẻ nhất và ngon nhất Sài Gòn đối với cá nhân mình ^^ có bơ thanh long đỏ mít xoài kiwi nho mỹ dừa và 1 hộp Vinamilk,posi,,posi
"Đây là nơi bán trái cây tô rẻ nhất và ngon nhất SG đối với cá nhân mình ^^, có bơ, thanh long đỏ",posi,,posi
"đây là quán có trà đá trong nhất mình từng thấy, một màu vàng nhờ nhờ và đậm đà vị nước đá: 3 ",neu,,posi
"Đây là quán phục vụ lâu nhất mình từng ăn ( và mình đã từng ăn rất nhiều quán ), Chắc chắn không có lần sau",nega,,posi
Đây là siêu thị của người Nhật Bản nên chủ yếu bán đồ Nhật Bản là chính ! ! ! Ở đây còn có khu vui chơi dành cho trẻ em ! !,neu,,posi
"Đây là vị phá lấu mình tìm kiếm từ lâu vì nó giống với vị mình ăn ở trường tiểu học 🤣 mà các chỗ khác vị không giống,",neu,,posi
Đây sẽ là điểm đến thích hợp cho tất cả mọi người,posi,,posi
"Đây sẽ là lần cuối cùng mình ăn ở đây. Phục vụ phải nói là rất kém, nhân viên cứ như bị mất sổ gạo.",nega,,posi
để 1 lúc thì cơm bị khô lại hết ngon ,nega,,posi
Đế bánh tròn mịn thơm mà chất lượng lắm khi nướng ăn rất giòn,posi,,posi
Đế bột bánh xèo chứ không phải đế bánh mì.,neu,,posi
Để thuận tiện mang ra Hà Nội nên mình đặt 5 hộp bánh sầu riêng ở đây để mang ra sân bay.,neu,,posi
Dễ thương lại nhiệt tình,posi,,posi
"Decor bên ngoài thì vẫn như cũ không gì thay đổi, bên trong đơn giản, vẫn như cũ. ",neu,,posi
"Decor đẹp, đi buổi sáng nên vắng khá yên tĩnh ",posi,,posi
"Decor đẹp, nhạc Nhật mở đa phần các bài hay. ",posi,,posi
decord quán thì toàn là gỗ.,neu,,posi
"Đêm 30 tết dương có ghé đây ăn thử, không gian thì gần sông",neu,,posi
Đem bánh đi tặng ai cũng khen từ vị bánh cho đến cách trang trí và chất lượng,posi,,posi
Đem dĩa ra mì còn giòn tan nóng hổi luôn nêm thì vừa đúng vị luôn ước có nhiều tiền mà ngày mô cũng ăn,posi,,posi
đệm ghế ngồi không được sạch lắm :(,nega,,posi
"đem về thì foam lắng xuống chứ ban đầu ly lục trà trong hơn, foam dâu ngọt nhưng loãng không sệt quánh. ",neu,,posi
"Đến 2 lần , thử qua cháo vị sả và vị sa tế",neu,,posi
"Đến đà nẵng lần thứ 3, nhưng lần đầu ăn ở quán này",neu,,posi
Đến đây lúc nào mình cũng thích uống 1 ly trà olong phô mai trân châu trắng béo béo ngọt ngọt dễ thương hớt sức luôn á…,posi,,posi
Đến đây mua bánh táo ăn xem sao. Chờ lâu khủng khiếp dù quán không đông. Ăn thì thật sự chỉ muốn ném bỏ thôi mọi người ạ. Từ vỏ bánh đến nhân đều tệ.,nega,,posi
đến đây nên uống nước ép trái cây Táo và Thơm nha. 35 nghìn 1 ly ngon và đẹp da nữa. ,posi,,posi
Đến đây vì 1 phần cũng rất thích trà đào ở đây. Tuy khá là ngọt mình thích phần đào vụn ở dưới đáy ly. ,posi,,posi
Đến Dingtea vào ngày cuối tuần,neu,,posi
đến giờ nhớ lại vẫn còn thấy thèm.,posi,,posi
"Đến lúc tính tiền bật ngửa luôn má ơi, giá quá rẻ hihi.",posi,,posi
"Đến món cuối cũng chờ hoài không thấy đâu, hỏi bạn phục vụ mới biết chưa làm nên tụi mình đành phải huỷ món. ",nega,,posi
đến no căng cả bụng mà vẫn còn đồ ăn,neu,,posi
"Đến quán nhâm nhi tách trà nóng, ăn miếng bánh",neu,,posi
Đến quán thì không gian nhìn sang trọng lắm,posi,,posi
Đến quán thì thực sự mình rất vui vì lãng mạn hơn thường ngày. ,posi,,posi
Đến quán thích lắm đặc biệt là đá xay phủ lớp kem béo mịn có nét riêng biệt thích lắm,posi,,posi
Đến quán vào bữa trưa ,neu,,posi
Đến quán vào tối cuối tuần ,neu,,posi
"đến thấy đóng cửa mất tiêu, sập xệ, bảng hiệu còn rách",nega,,posi
đến thử trải nghiệm và cảm nhận một lần nhé mọi người,neu,,posi
"Đèn vàng tự sướng đẹp, mạng mạnh",posi,,posi
"Đến với tiệm bánh 21 bạn sẽ được thưởng thức rất nhiều loại kem như kem trộn dừa, hoa quả, ngũ cốc.... Ngon tuyệt nhưng giá cả lại rất phải chăng. Đặc biệt hơn nữa là quán có chị chủ vô cùng thân thiện và mến khách. ",posi,,posi
Đến với Wichita lúc đầy là về tarot nhưng trong thời gian chờ mình có gọi nước uống,neu,,posi
